date,location,infectives,mlrt,low,high
2020-07-17,NC,1026.4,1.35,1.06,1.6
2020-07-18,NC,1081.8,1.36,1.07,1.6
2020-07-19,NC,1139.9,1.36,1.08,1.6
2020-07-20,NC,1200.5,1.36,1.09,1.6
2020-07-21,NC,1261.8,1.35,1.09,1.59
2020-07-22,NC,1319.6,1.33,1.05,1.55
2020-07-23,NC,1369.4,1.28,1.01,1.5
2020-07-24,NC,1409.4,1.23,0.98,1.46
2020-07-25,NC,1441.1,1.18,0.92,1.4
2020-07-26,NC,1464.4,1.14,0.87,1.35
2020-07-27,NC,1478.5,1.09,0.85,1.32
2020-07-28,NC,1483.4,1.05,0.8,1.27
2020-07-29,NC,1482.2,1.01,0.77,1.24
2020-07-30,NC,1478.6,0.99,0.75,1.22
2020-07-31,NC,1474.6,0.98,0.74,1.21
2020-08-01,NC,1468.8,0.97,0.7,1.18
2020-08-02,NC,1459.9,0.96,0.69,1.17
2020-08-03,NC,1448.9,0.95,0.68,1.16
2020-08-04,NC,1436.8,0.94,0.68,1.16
2020-08-05,NC,1421.7,0.93,0.67,1.15
2020-08-06,NC,1401.8,0.91,0.65,1.13
2020-08-07,NC,1377.6,0.89,0.61,1.1
2020-08-08,NC,1352.5,0.88,0.61,1.1
2020-08-09,NC,1331.1,0.88,0.62,1.11
2020-08-10,NC,1315.1,0.9,0.65,1.14
2020-08-11,NC,1303.9,0.92,0.64,1.14
2020-08-12,NC,1298.5,0.95,0.67,1.17
2020-08-13,NC,1300.5,0.98,0.71,1.21
2020-08-14,NC,1306.7,1.01,0.73,1.23
2020-08-15,NC,1312.8,1.02,0.74,1.24
2020-08-16,NC,1314.2,1.01,0.76,1.25
2020-08-17,NC,1310.3,0.99,0.74,1.23
2020-08-18,NC,1303.6,0.97,0.69,1.19
2020-08-19,NC,1296.1,0.96,0.69,1.19
2020-08-20,NC,1288.0,0.96,0.68,1.18
2020-08-21,NC,1282.9,0.96,0.69,1.19
2020-08-22,NC,1285.1,0.99,0.72,1.22
2020-08-23,NC,1297.0,1.03,0.75,1.25
2020-08-24,NC,1317.4,1.08,0.8,1.3
2020-08-25,NC,1343.8,1.11,0.85,1.34
2020-08-26,NC,1372.3,1.13,0.86,1.35
2020-08-27,NC,1400.3,1.14,0.89,1.37
2020-08-28,NC,1425.9,1.13,0.87,1.35
2020-08-29,NC,1446.8,1.11,0.84,1.32
2020-08-30,NC,1462.6,1.09,0.82,1.3
2020-08-31,NC,1475.9,1.07,0.83,1.3
2020-09-01,NC,1488.4,1.06,0.81,1.28
2020-09-02,NC,1503.0,1.07,0.81,1.28
2020-09-03,NC,1520.8,1.07,0.82,1.29
2020-09-04,NC,1539.9,1.08,0.82,1.29
2020-09-05,NC,1560.1,1.09,0.82,1.29
2020-09-06,NC,1580.2,1.09,0.85,1.31
2020-03-13,NW,0.3,5.05,2.24,9.46
2020-03-14,NW,0.5,4.76,2.02,8.78
2020-03-15,NW,0.8,4.35,1.89,7.96
2020-03-16,NW,1.2,4.26,1.82,7.49
2020-03-17,NW,1.7,3.94,1.71,6.78
2020-03-18,NW,2.3,3.76,1.7,6.33
2020-03-19,NW,3.0,3.4,1.47,5.62
2020-03-20,NW,3.6,3.15,1.34,5.14
2020-03-21,NW,4.1,3.0,1.34,4.87
2020-03-22,NW,4.5,2.78,1.2,4.49
2020-03-23,NW,4.7,2.55,1.02,4.11
2020-03-24,NW,4.8,2.32,0.84,3.77
2020-03-25,NW,4.7,2.13,0.71,3.51
2020-03-26,NW,4.6,1.97,0.64,3.33
2020-03-27,NW,4.4,1.85,0.55,3.16
2020-03-28,NW,4.4,1.76,0.45,3.0
2020-03-29,NW,4.3,1.68,0.43,2.92
2020-03-30,NW,4.4,1.61,0.38,2.82
2020-03-31,NW,4.6,1.53,0.33,2.72
2020-04-01,NW,4.9,1.45,0.29,2.62
2020-04-02,NW,5.3,1.43,0.3,2.6
2020-04-03,NW,5.8,1.38,0.23,2.49
2020-04-04,NW,6.3,1.37,0.25,2.48
2020-04-05,NW,6.8,1.32,0.23,2.41
2020-04-06,NW,7.3,1.31,0.23,2.38
2020-04-07,NW,7.7,1.26,0.22,2.32
2020-04-08,NW,7.9,1.19,0.18,2.22
2020-04-09,NW,8.0,1.11,0.16,2.13
2020-04-10,NW,7.7,1.05,0.12,2.03
2020-04-11,NW,7.3,1.0,0.09,1.96
2020-04-12,NW,6.7,0.92,0.09,1.89
2020-04-13,NW,6.0,0.84,0.04,1.77
2020-04-14,NW,5.2,0.8,0.03,1.73
2020-04-15,NW,4.4,0.76,0.03,1.69
2020-04-16,NW,3.7,0.71,0.0,1.62
2020-04-17,NW,3.3,0.7,0.02,1.63
2020-04-18,NW,3.0,0.71,0.01,1.64
2020-04-19,NW,3.0,0.74,0.02,1.68
2020-04-20,NW,3.3,0.76,0.02,1.71
2020-04-21,NW,3.7,0.77,0.03,1.73
2020-04-22,NW,4.2,0.81,0.04,1.78
2020-04-23,NW,4.8,0.82,0.04,1.79
2020-04-24,NW,5.4,0.85,0.08,1.85
2020-04-25,NW,5.9,0.85,0.04,1.81
2020-04-26,NW,6.3,0.87,0.06,1.84
2020-04-27,NW,6.6,0.87,0.06,1.83
2020-04-28,NW,6.8,0.85,0.04,1.79
2020-04-29,NW,7.0,0.88,0.07,1.83
2020-04-30,NW,7.3,0.89,0.11,1.87
2020-05-01,NW,7.6,0.89,0.07,1.83
2020-05-02,NW,8.0,0.93,0.09,1.87
2020-05-03,NW,8.7,0.94,0.09,1.87
2020-05-04,NW,9.5,0.97,0.1,1.89
2020-05-05,NW,10.7,1.0,0.12,1.92
2020-05-06,NW,12.1,1.08,0.16,1.99
2020-05-07,NW,13.7,1.12,0.2,2.03
2020-05-08,NW,15.2,1.18,0.28,2.11
2020-05-09,NW,16.8,1.2,0.26,2.08
2020-05-10,NW,18.2,1.24,0.32,2.12
2020-05-11,NW,19.4,1.25,0.35,2.12
2020-05-12,NW,20.3,1.24,0.36,2.1
2020-05-13,NW,20.9,1.2,0.29,2.0
2020-05-14,NW,21.4,1.17,0.29,1.97
2020-05-15,NW,22.0,1.14,0.26,1.91
2020-05-16,NW,22.9,1.12,0.31,1.93
2020-05-17,NW,24.5,1.15,0.29,1.91
2020-05-18,NW,26.9,1.18,0.34,1.95
2020-05-19,NW,30.6,1.27,0.44,2.04
2020-05-20,NW,35.7,1.37,0.55,2.13
2020-05-21,NW,42.1,1.51,0.71,2.25
2020-05-22,NW,49.9,1.62,0.82,2.31
2020-05-23,NW,59.3,1.74,0.99,2.41
2020-05-24,NW,70.7,1.84,1.12,2.47
2020-05-25,NW,84.7,1.93,1.24,2.52
2020-05-26,NW,101.8,2.01,1.35,2.56
2020-05-27,NW,122.4,2.08,1.5,2.63
2020-05-28,NW,147.0,2.14,1.56,2.63
2020-05-29,NW,175.2,2.17,1.64,2.64
2020-05-30,NW,205.7,2.14,1.67,2.61
2020-05-31,NW,237.6,2.09,1.6,2.5
2020-06-01,NW,269.6,2.01,1.56,2.41
2020-06-02,NW,300.8,1.91,1.46,2.28
2020-06-03,NW,330.7,1.81,1.38,2.17
2020-06-04,NW,359.8,1.71,1.29,2.06
2020-06-05,NW,389.5,1.64,1.24,1.99
2020-06-06,NW,422.4,1.61,1.21,1.94
2020-06-07,NW,459.6,1.6,1.22,1.93
2020-06-08,NW,502.0,1.61,1.24,1.93
2020-06-09,NW,550.1,1.62,1.26,1.93
2020-06-10,NW,604.3,1.64,1.29,1.94
2020-06-11,NW,664.1,1.65,1.31,1.94
2020-06-12,NW,728.8,1.64,1.32,1.93
2020-06-13,NW,796.1,1.63,1.32,1.91
2020-06-14,NW,865.4,1.6,1.28,1.86
2020-06-15,NW,936.0,1.57,1.27,1.83
2020-06-16,NW,1007.8,1.54,1.23,1.78
2020-06-17,NW,1080.2,1.51,1.22,1.75
2020-06-18,NW,1152.9,1.47,1.19,1.71
2020-06-19,NW,1225.6,1.44,1.16,1.67
2020-06-20,NW,1298.8,1.42,1.14,1.64
2020-06-21,NW,1372.8,1.4,1.13,1.62
2020-06-22,NW,1447.6,1.38,1.12,1.6
2020-06-23,NW,1524.4,1.37,1.11,1.58
2020-06-24,NW,1605.3,1.36,1.12,1.58
2020-06-25,NW,1692.7,1.37,1.13,1.58
2020-06-26,NW,1788.1,1.38,1.15,1.59
2020-06-27,NW,1894.0,1.39,1.14,1.58
2020-06-28,NW,2013.2,1.41,1.17,1.6
2020-06-29,NW,2148.1,1.44,1.2,1.62
2020-06-30,NW,2298.6,1.46,1.26,1.66
2020-07-01,NW,2463.2,1.48,1.27,1.66
2020-07-02,NW,2641.1,1.48,1.28,1.66
2020-07-03,NW,2831.6,1.49,1.29,1.66
2020-07-04,NW,3029.6,1.48,1.29,1.65
2020-07-05,NW,3227.4,1.45,1.27,1.62
2020-07-06,NW,3414.5,1.41,1.21,1.56
2020-07-07,NW,3582.0,1.35,1.16,1.5
2020-07-08,NW,3724.1,1.29,1.12,1.45
2020-07-09,NW,3836.2,1.23,1.04,1.37
2020-07-10,NW,3914.5,1.16,0.97,1.3
2020-07-11,NW,3961.1,1.1,0.91,1.24
2020-07-12,NW,3978.9,1.05,0.86,1.19
2020-07-13,NW,3975.1,1.0,0.82,1.15
2020-07-14,NW,3956.1,0.98,0.79,1.12
2020-07-15,NW,3925.5,0.95,0.76,1.09
2020-07-16,NW,3884.3,0.93,0.75,1.08
2020-07-17,NW,3833.8,0.91,0.73,1.06
2020-07-18,NW,3769.6,0.89,0.71,1.04
2020-07-19,NW,3690.8,0.86,0.66,1.0
2020-07-20,NW,3596.7,0.83,0.64,0.98
2020-07-21,NW,3491.6,0.8,0.62,0.96
2020-07-22,NW,3379.4,0.78,0.58,0.93
2020-07-23,NW,3263.1,0.76,0.57,0.92
2020-07-24,NW,3143.4,0.74,0.54,0.9
2020-07-25,NW,3025.0,0.73,0.54,0.9
2020-07-26,NW,2911.1,0.73,0.52,0.89
2020-07-27,NW,2804.3,0.74,0.54,0.91
2020-07-28,NW,2701.3,0.74,0.53,0.91
2020-07-29,NW,2597.8,0.73,0.53,0.91
2020-07-30,NW,2492.8,0.71,0.5,0.89
2020-07-31,NW,2386.0,0.7,0.47,0.87
2020-08-01,NW,2277.4,0.68,0.47,0.87
2020-08-02,NW,2168.2,0.66,0.44,0.85
2020-08-03,NW,2060.0,0.65,0.41,0.83
2020-08-04,NW,1955.3,0.64,0.4,0.83
2020-08-05,NW,1856.0,0.64,0.39,0.83
2020-08-06,NW,1763.5,0.64,0.41,0.85
2020-08-07,NW,1680.4,0.65,0.41,0.86
2020-08-08,NW,1608.6,0.68,0.42,0.88
2020-08-09,NW,1549.1,0.71,0.45,0.92
2020-08-10,NW,1498.8,0.74,0.49,0.96
2020-08-11,NW,1454.6,0.77,0.5,0.98
2020-08-12,NW,1415.3,0.79,0.53,1.01
2020-08-13,NW,1378.6,0.8,0.53,1.02
2020-08-14,NW,1341.2,0.81,0.54,1.03
2020-08-15,NW,1299.9,0.79,0.51,1.01
2020-08-16,NW,1252.7,0.76,0.49,0.99
2020-08-17,NW,1202.1,0.73,0.45,0.96
2020-08-18,NW,1152.1,0.71,0.42,0.94
2020-08-19,NW,1104.3,0.71,0.43,0.95
2020-08-20,NW,1060.7,0.71,0.42,0.95
2020-08-21,NW,1023.3,0.73,0.43,0.97
2020-08-22,NW,994.5,0.77,0.48,1.02
2020-08-23,NW,975.0,0.82,0.51,1.06
2020-08-24,NW,963.9,0.87,0.57,1.12
2020-08-25,NW,958.8,0.92,0.62,1.17
2020-08-26,NW,958.9,0.96,0.67,1.22
2020-08-27,NW,963.1,1.0,0.7,1.25
2020-08-28,NW,970.5,1.03,0.73,1.28
2020-08-29,NW,979.9,1.04,0.74,1.29
2020-08-30,NW,989.6,1.06,0.75,1.3
2020-08-31,NW,998.0,1.05,0.78,1.32
2020-09-01,NW,1004.8,1.05,0.76,1.3
2020-09-02,NW,1011.0,1.04,0.75,1.29
2020-09-03,NW,1017.1,1.04,0.75,1.29
2020-09-04,NW,1023.5,1.04,0.75,1.29
2020-09-05,NW,1030.0,1.04,0.74,1.28
2020-09-06,NW,1036.5,1.04,0.74,1.28
2020-03-13,WC,33.4,2.66,0.71,6.39
2020-03-14,WC,42.4,2.62,1.22,4.03
2020-03-15,WC,52.7,2.54,1.41,3.55
2020-03-16,WC,64.6,2.47,1.54,3.3
2020-03-17,WC,78.2,2.42,1.63,3.14
2020-03-18,WC,93.3,2.35,1.66,3.0
2020-03-19,WC,109.9,2.27,1.63,2.85
2020-03-20,WC,127.1,2.19,1.59,2.72
2020-03-21,WC,143.8,2.08,1.52,2.58
2020-03-22,WC,158.7,1.95,1.41,2.42
2020-03-23,WC,170.5,1.8,1.3,2.27
2020-03-24,WC,178.4,1.65,1.14,2.09
2020-03-25,WC,181.7,1.48,0.99,1.92
2020-03-26,WC,180.3,1.32,0.81,1.74
2020-03-27,WC,175.2,1.16,0.66,1.59
2020-03-28,WC,168.1,1.04,0.55,1.48
2020-03-29,WC,161.3,0.94,0.44,1.38
2020-03-30,WC,155.6,0.88,0.38,1.33
2020-03-31,WC,151.6,0.86,0.34,1.3
2020-04-01,WC,149.2,0.86,0.34,1.31
2020-04-02,WC,148.9,0.88,0.38,1.35
2020-04-03,WC,149.8,0.92,0.39,1.37
2020-04-04,WC,151.1,0.95,0.43,1.41
2020-04-05,WC,152.1,0.98,0.45,1.43
2020-04-06,WC,153.2,0.99,0.46,1.44
2020-04-07,WC,155.7,1.02,0.48,1.46
2020-04-08,WC,160.9,1.06,0.55,1.52
2020-04-09,WC,169.2,1.14,0.64,1.6
2020-04-10,WC,181.6,1.24,0.73,1.68
2020-04-11,WC,199.6,1.37,0.87,1.8
2020-04-12,WC,224.4,1.51,1.04,1.94
2020-04-13,WC,256.2,1.66,1.2,2.07
2020-04-14,WC,295.2,1.78,1.36,2.19
2020-04-15,WC,340.8,1.86,1.43,2.23
2020-04-16,WC,393.7,1.92,1.51,2.27
2020-04-17,WC,453.3,1.95,1.57,2.29
2020-04-18,WC,518.1,1.94,1.57,2.26
2020-04-19,WC,586.2,1.9,1.55,2.21
2020-04-20,WC,655.8,1.84,1.51,2.14
2020-04-21,WC,727.4,1.78,1.45,2.06
2020-04-22,WC,802.3,1.73,1.41,2.0
2020-04-23,WC,880.1,1.68,1.38,1.95
2020-04-24,WC,961.5,1.65,1.33,1.89
2020-04-25,WC,1047.3,1.62,1.32,1.86
2020-04-26,WC,1138.7,1.6,1.32,1.84
2020-04-27,WC,1237.4,1.59,1.3,1.81
2020-04-28,WC,1342.1,1.58,1.32,1.81
2020-04-29,WC,1450.1,1.55,1.29,1.77
2020-04-30,WC,1559.3,1.52,1.26,1.73
2020-05-01,WC,1670.6,1.5,1.24,1.7
2020-05-02,WC,1787.5,1.48,1.25,1.69
2020-05-03,WC,1914.6,1.48,1.25,1.68
2020-05-04,WC,2053.3,1.49,1.26,1.68
2020-05-05,WC,2206.0,1.5,1.27,1.68
2020-05-06,WC,2378.5,1.52,1.3,1.7
2020-05-07,WC,2575.5,1.54,1.33,1.72
2020-05-08,WC,2796.1,1.57,1.35,1.73
2020-05-09,WC,3034.9,1.57,1.38,1.74
2020-05-10,WC,3284.6,1.56,1.37,1.72
2020-05-11,WC,3541.4,1.53,1.35,1.69
2020-05-12,WC,3801.6,1.5,1.33,1.66
2020-05-13,WC,4055.6,1.46,1.29,1.61
2020-05-14,WC,4294.3,1.41,1.23,1.55
2020-05-15,WC,4515.1,1.36,1.19,1.5
2020-05-16,WC,4718.3,1.32,1.16,1.46
2020-05-17,WC,4904.1,1.28,1.11,1.41
2020-05-18,WC,5070.2,1.24,1.07,1.37
2020-05-19,WC,5219.2,1.21,1.05,1.34
2020-05-20,WC,5360.3,1.19,1.03,1.32
2020-05-21,WC,5508.4,1.19,1.02,1.31
2020-05-22,WC,5676.4,1.21,1.05,1.33
2020-05-23,WC,5874.8,1.23,1.07,1.35
2020-05-24,WC,6112.3,1.27,1.13,1.4
2020-05-25,WC,6401.2,1.31,1.16,1.43
2020-05-26,WC,6745.9,1.36,1.22,1.48
2020-05-27,WC,7147.1,1.4,1.25,1.51
2020-05-28,WC,7596.6,1.42,1.28,1.53
2020-05-29,WC,8078.9,1.43,1.3,1.54
2020-05-30,WC,8575.3,1.42,1.28,1.52
2020-05-31,WC,9065.6,1.39,1.26,1.49
2020-06-01,WC,9516.3,1.35,1.21,1.44
2020-06-02,WC,9907.4,1.29,1.17,1.39
2020-06-03,WC,10221.8,1.23,1.1,1.32
2020-06-04,WC,10446.9,1.16,1.03,1.25
2020-06-05,WC,10579.0,1.1,0.97,1.19
2020-06-06,WC,10628.1,1.04,0.91,1.13
2020-06-07,WC,10613.9,1.0,0.87,1.09
2020-06-08,WC,10568.2,0.97,0.84,1.06
2020-06-09,WC,10499.9,0.96,0.83,1.05
2020-06-10,WC,10408.7,0.94,0.81,1.03
2020-06-11,WC,10293.9,0.92,0.8,1.02
2020-06-12,WC,10158.7,0.91,0.78,1.0
2020-06-13,WC,9999.8,0.89,0.77,0.99
2020-06-14,WC,9814.5,0.87,0.75,0.97
2020-06-15,WC,9605.6,0.85,0.72,0.95
2020-06-16,WC,9391.3,0.84,0.71,0.94
2020-06-17,WC,9197.7,0.85,0.72,0.95
2020-06-18,WC,9050.0,0.88,0.75,0.98
2020-06-19,WC,8957.3,0.92,0.8,1.03
2020-06-20,WC,8917.3,0.96,0.84,1.07
2020-06-21,WC,8916.3,0.99,0.87,1.1
2020-06-22,WC,8938.4,1.01,0.89,1.12
2020-06-23,WC,8974.2,1.03,0.9,1.13
2020-06-24,WC,9013.4,1.03,0.9,1.13
2020-06-25,WC,9045.8,1.03,0.9,1.13
2020-06-26,WC,9067.8,1.02,0.89,1.12
2020-06-27,WC,9082.1,1.01,0.88,1.11
2020-06-28,WC,9097.8,1.01,0.88,1.11
2020-06-29,WC,9120.6,1.02,0.89,1.12
2020-06-30,WC,9144.0,1.02,0.89,1.12
2020-07-01,WC,9157.5,1.01,0.88,1.11
2020-07-02,WC,9151.3,1.0,0.87,1.1
2020-07-03,WC,9117.9,0.98,0.85,1.08
2020-07-04,WC,9059.8,0.96,0.83,1.06
2020-07-05,WC,8981.2,0.94,0.81,1.04
2020-07-06,WC,8876.6,0.92,0.8,1.03
2020-07-07,WC,8746.9,0.9,0.78,1.01
2020-07-08,WC,8599.1,0.88,0.74,0.98
2020-07-09,WC,8439.6,0.87,0.73,0.97
2020-07-10,WC,8273.4,0.86,0.73,0.97
2020-07-11,WC,8092.7,0.85,0.72,0.96
2020-07-12,WC,7883.8,0.82,0.67,0.92
2020-07-13,WC,7648.0,0.79,0.65,0.9
2020-07-14,WC,7390.1,0.76,0.63,0.88
2020-07-15,WC,7120.0,0.74,0.59,0.85
2020-07-16,WC,6855.1,0.74,0.59,0.85
2020-07-17,WC,6612.8,0.75,0.61,0.87
2020-07-18,WC,6405.2,0.77,0.62,0.89
2020-07-19,WC,6243.8,0.81,0.66,0.93
2020-07-20,WC,6132.6,0.86,0.72,0.99
2020-07-21,WC,6061.9,0.91,0.77,1.04
2020-07-22,WC,6007.1,0.93,0.77,1.05
2020-07-23,WC,5934.6,0.92,0.76,1.04
2020-07-24,WC,5820.8,0.87,0.71,0.99
2020-07-25,WC,5666.0,0.82,0.67,0.95
2020-07-26,WC,5477.1,0.77,0.61,0.9
2020-07-27,WC,5256.6,0.72,0.56,0.85
2020-07-28,WC,5013.5,0.68,0.51,0.81
2020-07-29,WC,4761.9,0.65,0.48,0.78
2020-07-30,WC,4520.1,0.64,0.46,0.77
2020-07-31,WC,4295.0,0.64,0.46,0.78
2020-08-01,WC,4079.7,0.64,0.47,0.79
2020-08-02,WC,3865.5,0.63,0.44,0.77
2020-08-03,WC,3652.8,0.61,0.41,0.75
2020-08-04,WC,3446.2,0.6,0.42,0.76
2020-08-05,WC,3250.7,0.59,0.4,0.75
2020-08-06,WC,3068.0,0.59,0.4,0.76
2020-08-07,WC,2902.5,0.61,0.4,0.77
2020-08-08,WC,2762.1,0.64,0.42,0.8
2020-08-09,WC,2654.5,0.7,0.49,0.87
2020-08-10,WC,2577.1,0.76,0.54,0.93
2020-08-11,WC,2522.6,0.82,0.61,1.0
2020-08-12,WC,2485.3,0.87,0.66,1.05
2020-08-13,WC,2458.5,0.91,0.7,1.09
2020-08-14,WC,2435.4,0.92,0.72,1.11
2020-08-15,WC,2405.1,0.92,0.69,1.09
2020-08-16,WC,2356.7,0.87,0.65,1.05
2020-08-17,WC,2290.1,0.82,0.61,1.01
2020-08-18,WC,2208.4,0.77,0.54,0.95
2020-08-19,WC,2112.1,0.71,0.48,0.9
2020-08-20,WC,2005.2,0.66,0.44,0.86
2020-08-21,WC,1891.9,0.61,0.38,0.81
2020-08-22,WC,1779.3,0.59,0.35,0.79
2020-08-23,WC,1675.5,0.58,0.34,0.79
2020-08-24,WC,1583.2,0.59,0.35,0.81
2020-08-25,WC,1503.3,0.62,0.36,0.83
2020-08-26,WC,1437.8,0.66,0.39,0.87
2020-08-27,WC,1385.9,0.71,0.46,0.94
2020-08-28,WC,1345.7,0.76,0.49,0.98
2020-08-29,WC,1314.4,0.8,0.55,1.04
2020-08-30,WC,1287.1,0.83,0.55,1.05
2020-08-31,WC,1260.8,0.84,0.57,1.07
2020-09-01,WC,1233.1,0.84,0.56,1.07
2020-09-02,WC,1202.3,0.83,0.55,1.06
2020-09-03,WC,1169.9,0.81,0.55,1.06
2020-09-04,WC,1138.3,0.81,0.52,1.04
2020-09-05,WC,1107.8,0.81,0.53,1.05
2020-09-06,WC,1078.7,0.81,0.52,1.05
2020-03-13,total,117.8,2.72,0.73,6.46
2020-03-14,total,150.6,2.69,1.8,3.56
2020-03-15,total,191.5,2.68,2.0,3.25
2020-03-16,total,242.0,2.66,2.13,3.14
2020-03-17,total,303.3,2.62,2.15,3.03
2020-03-18,total,375.5,2.56,2.15,2.94
2020-03-19,total,456.4,2.47,2.08,2.81
2020-03-20,total,541.2,2.34,1.98,2.66
2020-03-21,total,623.5,2.16,1.8,2.45
2020-03-22,total,695.3,1.96,1.62,2.24
2020-03-23,total,748.4,1.73,1.41,2.01
2020-03-24,total,776.4,1.49,1.17,1.76
2020-03-25,total,776.8,1.24,0.91,1.5
2020-03-26,total,750.2,1.0,0.68,1.27
2020-03-27,total,702.2,0.77,0.45,1.05
2020-03-28,total,641.4,0.58,0.24,0.86
2020-03-29,total,577.5,0.44,0.1,0.72
2020-03-30,total,520.2,0.36,0.03,0.64
2020-03-31,total,476.7,0.37,0.05,0.67
2020-04-01,total,448.6,0.45,0.08,0.75
2020-04-02,total,437.4,0.6,0.23,0.93
2020-04-03,total,440.9,0.78,0.41,1.12
2020-04-04,total,455.9,0.96,0.59,1.3
2020-04-05,total,478.9,1.12,0.75,1.45
2020-04-06,total,507.7,1.24,0.87,1.56
2020-04-07,total,541.2,1.33,0.96,1.64
2020-04-08,total,580.5,1.4,1.05,1.71
2020-04-09,total,625.0,1.46,1.12,1.76
2020-04-10,total,675.0,1.5,1.15,1.78
2020-04-11,total,731.1,1.53,1.2,1.81
2020-04-12,total,793.6,1.55,1.24,1.83
2020-04-13,total,860.8,1.56,1.24,1.82
2020-04-14,total,930.3,1.55,1.25,1.81
2020-04-15,total,1000.1,1.52,1.22,1.77
2020-04-16,total,1071.1,1.5,1.22,1.75
2020-04-17,total,1142.7,1.47,1.19,1.71
2020-04-18,total,1213.8,1.44,1.16,1.67
2020-04-19,total,1282.6,1.41,1.13,1.63
2020-04-20,total,1348.9,1.37,1.11,1.6
2020-04-21,total,1416.3,1.35,1.1,1.58
2020-04-22,total,1488.6,1.35,1.11,1.58
2020-04-23,total,1566.2,1.35,1.09,1.56
2020-04-24,total,1651.0,1.36,1.1,1.56
2020-04-25,total,1745.4,1.38,1.13,1.58
2020-04-26,total,1851.9,1.4,1.16,1.6
2020-04-27,total,1972.5,1.43,1.19,1.62
2020-04-28,total,2104.8,1.44,1.21,1.63
2020-04-29,total,2243.7,1.44,1.22,1.63
2020-04-30,total,2388.1,1.44,1.22,1.62
2020-05-01,total,2539.3,1.43,1.22,1.61
2020-05-02,total,2699.9,1.43,1.22,1.6
2020-05-03,total,2874.0,1.43,1.23,1.6
2020-05-04,total,3062.3,1.44,1.25,1.61
2020-05-05,total,3266.8,1.45,1.26,1.61
2020-05-06,total,3492.6,1.46,1.28,1.62
2020-05-07,total,3741.1,1.48,1.31,1.64
2020-05-08,total,4008.6,1.48,1.29,1.62
2020-05-09,total,4288.5,1.47,1.29,1.61
2020-05-10,total,4573.2,1.45,1.28,1.59
2020-05-11,total,4860.4,1.43,1.27,1.57
2020-05-12,total,5147.2,1.41,1.25,1.54
2020-05-13,total,5427.1,1.38,1.21,1.5
2020-05-14,total,5695.5,1.34,1.19,1.47
2020-05-15,total,5954.6,1.32,1.15,1.43
2020-05-16,total,6209.2,1.3,1.15,1.42
2020-05-17,total,6463.3,1.28,1.13,1.4
2020-05-18,total,6718.2,1.27,1.13,1.39
2020-05-19,total,6982.3,1.27,1.12,1.38
2020-05-20,total,7268.2,1.28,1.15,1.4
2020-05-21,total,7591.7,1.3,1.16,1.41
2020-05-22,total,7962.5,1.33,1.2,1.44
2020-05-23,total,8385.8,1.36,1.22,1.46
2020-05-24,total,8860.8,1.38,1.26,1.49
2020-05-25,total,9391.8,1.4,1.27,1.5
2020-05-26,total,9976.0,1.42,1.3,1.52
2020-05-27,total,10612.4,1.43,1.3,1.52
2020-05-28,total,11294.8,1.44,1.32,1.53
2020-05-29,total,12015.0,1.43,1.33,1.53
2020-05-30,total,12764.4,1.42,1.31,1.51
2020-05-31,total,13538.9,1.41,1.31,1.5
2020-06-01,total,14319.0,1.39,1.28,1.47
2020-06-02,total,15099.1,1.37,1.28,1.46
2020-06-03,total,15873.0,1.35,1.25,1.43
2020-06-04,total,16640.3,1.33,1.22,1.4
2020-06-05,total,17407.5,1.32,1.22,1.39
2020-06-06,total,18190.1,1.31,1.21,1.38
2020-06-07,total,19005.8,1.31,1.21,1.38
2020-06-08,total,19878.4,1.31,1.22,1.38
2020-06-09,total,20801.7,1.32,1.22,1.38
2020-06-10,total,21759.0,1.32,1.22,1.38
2020-06-11,total,22731.2,1.31,1.22,1.37
2020-06-12,total,23711.5,1.3,1.21,1.36
2020-06-13,total,24693.6,1.28,1.19,1.34
2020-06-14,total,25678.5,1.27,1.2,1.34
2020-06-15,total,26690.5,1.27,1.19,1.33
2020-06-16,total,27773.8,1.28,1.2,1.34
2020-06-17,total,28979.0,1.3,1.21,1.35
2020-06-18,total,30355.4,1.32,1.25,1.38
2020-06-19,total,31921.3,1.35,1.28,1.41
2020-06-20,total,33673.4,1.37,1.29,1.42
2020-06-21,total,35596.3,1.39,1.32,1.44
2020-06-22,total,37650.2,1.39,1.32,1.44
2020-06-23,total,39808.7,1.39,1.32,1.44
2020-06-24,total,42053.8,1.38,1.31,1.43
2020-06-25,total,44371.4,1.38,1.31,1.42
2020-06-26,total,46758.4,1.37,1.3,1.41
2020-06-27,total,49220.2,1.36,1.29,1.4
2020-06-28,total,51765.6,1.35,1.3,1.4
2020-06-29,total,54404.0,1.35,1.29,1.39
2020-06-30,total,57121.6,1.34,1.28,1.38
2020-07-01,total,59897.0,1.33,1.27,1.37
2020-07-02,total,62713.2,1.32,1.26,1.36
2020-07-03,total,65548.8,1.31,1.26,1.35
2020-07-04,total,68379.4,1.3,1.24,1.33
2020-07-05,total,71172.6,1.28,1.23,1.32
2020-07-06,total,73858.6,1.26,1.2,1.29
2020-07-07,total,76387.2,1.24,1.18,1.27
2020-07-08,total,78704.1,1.21,1.15,1.24
2020-07-09,total,80740.1,1.18,1.12,1.21
2020-07-10,total,82442.2,1.15,1.1,1.18
2020-07-11,total,83773.3,1.11,1.07,1.15
