date,location,infectives,mlrt,low,high
2020-05-01,EC,277.3,1.25,0.81,1.64
2020-05-02,EC,303.2,1.38,0.93,1.75
2020-05-03,EC,337.4,1.52,1.1,1.89
2020-05-04,EC,379.0,1.63,1.21,1.98
2020-05-05,EC,426.7,1.71,1.3,2.04
2020-05-06,EC,477.8,1.74,1.35,2.06
2020-05-07,EC,528.5,1.72,1.36,2.04
2020-05-08,EC,574.8,1.65,1.3,1.96
2020-05-09,EC,614.1,1.56,1.23,1.87
2020-05-10,EC,645.5,1.46,1.12,1.75
2020-05-11,EC,669.2,1.36,1.03,1.65
2020-05-12,EC,685.5,1.26,0.92,1.54
2020-05-13,EC,696.1,1.19,0.86,1.47
2020-05-14,EC,704.4,1.13,0.8,1.41
2020-05-15,EC,713.2,1.11,0.78,1.39
2020-05-16,EC,724.4,1.11,0.77,1.38
2020-05-17,EC,737.6,1.11,0.8,1.4
2020-05-18,EC,753.6,1.13,0.8,1.4
2020-05-19,EC,775.2,1.16,0.86,1.45
2020-05-20,EC,805.5,1.21,0.89,1.48
2020-05-21,EC,846.1,1.28,0.97,1.55
2020-05-22,EC,898.4,1.35,1.04,1.61
2020-05-23,EC,962.0,1.42,1.11,1.67
2020-05-24,EC,1036.1,1.47,1.18,1.72
2020-05-25,EC,1119.3,1.51,1.22,1.75
2020-05-26,EC,1209.5,1.53,1.26,1.77
2020-05-27,EC,1304.8,1.53,1.25,1.75
2020-05-28,EC,1404.5,1.52,1.24,1.73
2020-05-29,EC,1508.6,1.51,1.26,1.73
2020-05-30,EC,1620.4,1.5,1.25,1.71
2020-05-31,EC,1744.7,1.51,1.26,1.71
2020-06-01,EC,1885.5,1.53,1.28,1.72
2020-06-02,EC,2046.7,1.56,1.34,1.76
2020-06-03,EC,2229.3,1.58,1.36,1.77
2020-06-04,EC,2434.4,1.61,1.38,1.78
2020-06-05,EC,2662.1,1.62,1.42,1.8
2020-06-06,EC,2909.7,1.62,1.42,1.79
2020-06-07,EC,3172.3,1.61,1.41,1.77
2020-06-08,EC,3443.6,1.58,1.38,1.73
2020-06-09,EC,3717.3,1.55,1.35,1.69
2020-06-10,EC,3991.0,1.51,1.32,1.65
2020-06-11,EC,4263.6,1.47,1.29,1.61
2020-06-12,EC,4539.1,1.44,1.27,1.58
2020-06-13,EC,4824.3,1.43,1.27,1.57
2020-06-14,EC,5126.2,1.43,1.27,1.56
2020-06-15,EC,5456.0,1.43,1.27,1.56
2020-06-16,EC,5820.2,1.45,1.29,1.57
2020-06-17,EC,6217.2,1.46,1.31,1.58
2020-06-18,EC,6643.8,1.46,1.33,1.59
2020-06-19,EC,7088.0,1.45,1.3,1.56
2020-06-20,EC,7535.9,1.43,1.29,1.54
2020-06-21,EC,7977.3,1.4,1.28,1.52
2020-06-22,EC,8396.0,1.36,1.23,1.47
2020-06-23,EC,8782.7,1.32,1.2,1.43
2020-06-24,EC,9136.9,1.28,1.15,1.38
2020-06-25,EC,9463.1,1.25,1.12,1.35
2020-06-26,EC,9774.7,1.23,1.11,1.33
2020-06-27,EC,10084.5,1.22,1.1,1.32
2020-06-28,EC,10405.4,1.22,1.09,1.31
2020-06-29,EC,10756.7,1.23,1.12,1.33
2020-06-30,EC,11149.4,1.25,1.13,1.34
2020-07-01,EC,11581.0,1.26,1.14,1.35
2020-07-02,EC,12035.2,1.27,1.16,1.36
2020-07-03,EC,12479.3,1.25,1.14,1.34
2020-07-04,EC,12887.1,1.23,1.11,1.31
2020-07-05,EC,13231.7,1.19,1.07,1.27
2020-07-06,EC,13482.2,1.14,1.03,1.22
2020-07-07,EC,13622.7,1.08,0.97,1.16
2020-07-08,EC,13652.9,1.02,0.92,1.11
2020-07-09,EC,13585.8,0.97,0.87,1.06
2020-07-10,EC,13458.8,0.94,0.84,1.03
2020-07-11,EC,13300.2,0.92,0.82,1.01
2020-07-12,EC,13132.8,0.91,0.79,0.99
2020-07-13,EC,12974.5,0.91,0.8,1.0
2020-07-14,EC,12825.7,0.92,0.8,1.0
2020-07-15,EC,12674.5,0.92,0.8,1.0
2020-07-16,EC,12503.6,0.91,0.79,0.99
2020-07-17,EC,12283.4,0.88,0.77,0.97
2020-07-18,EC,11993.3,0.84,0.73,0.93
2020-07-19,EC,11614.1,0.78,0.66,0.87
2020-07-20,EC,11132.3,0.71,0.59,0.8
2020-07-21,EC,10555.4,0.64,0.51,0.73
2020-07-22,EC,9913.0,0.57,0.45,0.67
2020-07-23,EC,9240.3,0.52,0.38,0.61
2020-07-24,EC,8565.3,0.47,0.34,0.58
2020-07-25,EC,7901.5,0.44,0.29,0.54
2020-07-26,EC,7265.1,0.42,0.28,0.53
2020-07-27,EC,6676.5,0.41,0.27,0.53
2020-07-28,EC,6146.4,0.42,0.27,0.54
2020-07-29,EC,5663.2,0.43,0.27,0.55
2020-07-30,EC,5210.1,0.42,0.26,0.55
2020-07-31,EC,4781.0,0.4,0.24,0.54
2020-08-01,EC,4381.0,0.39,0.22,0.53
2020-08-02,EC,4012.2,0.39,0.22,0.54
2020-08-03,EC,3673.4,0.38,0.19,0.53
2020-08-04,EC,3358.5,0.37,0.18,0.53
2020-08-05,EC,3067.5,0.37,0.17,0.53
2020-08-06,EC,2800.2,0.36,0.16,0.53
2020-08-07,EC,2553.5,0.36,0.13,0.52
2020-08-08,EC,2326.5,0.35,0.13,0.53
2020-08-09,EC,2124.8,0.36,0.14,0.55
2020-08-10,EC,1949.8,0.38,0.14,0.57
2020-08-11,EC,1803.0,0.42,0.18,0.62
2020-08-12,EC,1683.5,0.48,0.24,0.69
2020-08-13,EC,1589.6,0.55,0.3,0.76
2020-08-14,EC,1518.7,0.63,0.37,0.84
2020-08-15,EC,1463.4,0.7,0.43,0.91
2020-08-16,EC,1412.1,0.73,0.47,0.95
2020-08-17,EC,1359.1,0.73,0.46,0.95
2020-08-18,EC,1303.1,0.71,0.46,0.95
2020-08-19,EC,1244.1,0.69,0.42,0.92
2020-08-20,EC,1184.3,0.67,0.39,0.9
2020-08-21,EC,1124.6,0.65,0.37,0.89
2020-08-22,EC,1067.9,0.64,0.35,0.88
2020-08-23,EC,1018.2,0.65,0.36,0.9
2020-08-24,EC,977.1,0.68,0.38,0.93
2020-08-25,EC,944.1,0.72,0.43,0.98
2020-08-26,EC,918.4,0.77,0.46,1.02
2020-08-27,EC,897.8,0.8,0.51,1.07
2020-08-28,EC,881.4,0.84,0.52,1.09
2020-08-29,EC,868.5,0.87,0.56,1.13
2020-08-30,EC,857.0,0.88,0.58,1.15
2020-08-31,EC,844.3,0.89,0.56,1.14
2020-09-01,EC,829.0,0.87,0.56,1.14
2020-09-02,EC,812.2,0.86,0.55,1.13
2020-09-03,EC,795.5,0.86,0.53,1.12
2020-09-04,EC,779.6,0.85,0.53,1.12
2020-09-05,EC,764.5,0.86,0.55,1.14
2020-09-06,EC,749.8,0.86,0.53,1.13
2020-03-13,FS,2.6,4.25,1.65,8.51
2020-03-14,FS,4.1,4.19,1.84,7.29
2020-03-15,FS,6.3,4.03,1.89,6.41
2020-03-16,FS,9.2,3.88,2.0,5.83
2020-03-17,FS,12.9,3.6,1.95,5.21
2020-03-18,FS,17.4,3.42,1.95,4.77
2020-03-19,FS,22.8,3.21,1.96,4.41
2020-03-20,FS,28.6,3.01,1.91,4.07
2020-03-21,FS,34.5,2.81,1.77,3.71
2020-03-22,FS,40.0,2.57,1.65,3.41
2020-03-23,FS,44.3,2.36,1.49,3.12
2020-03-24,FS,47.1,2.16,1.34,2.87
2020-03-25,FS,48.1,1.94,1.17,2.63
2020-03-26,FS,47.0,1.71,0.95,2.37
